R:A::C:P,0,1 3,2 4 5 6
0,0.5,0.19047619047619047,0.30952380952380953
1 3,0.2619047619047619,0.25396825396825395,0.48412698412698413
2 4 5 6,0.13924050632911392,0.3037974683544304,0.5569620253164557
