R:A::C:P,0 3 4,1,2 5 6
0 3 4,0.09859154929577464,0.028169014084507043,0.08066581306017925
1,0.14596670934699105,0.08962868117797695,0.12291933418693982
2 5 6,0.18693982074263765,0.07042253521126761,0.176696542893726
