R:A::C:P,0 2,1 3,4,5,6
0 2,0.3853211009174312,0.375,0.36666666666666664,0.375,0.4642857142857143
1 3,0.5321100917431193,0.5,0.4666666666666667,0.5625,0.4642857142857143
4,0.027522935779816515,0.03125,0.16666666666666666,0.0,0.03571428571428571
5,0.045871559633027525,0.03125,0.0,0.0,0.03571428571428571
6,0.009174311926605505,0.0625,0.0,0.0625,0.0
