R:A::C:P,0 5,1 4,2,3
0 5,0.5,0.4,0.05,0.05
1 4,0.2894736842105263,0.2894736842105263,0.3157894736842105,0.10526315789473684
2,0.21052631578947367,0.15789473684210525,0.3157894736842105,0.3157894736842105
3,0.0,0.0,1.0,0.0
