R:A::C:P,0 3 6,1,2,4 5
0 3 6,0.1968390804597701,0.04741379310344827,0.04454022988505747,0.11853448275862069
1,0.11925287356321838,0.07255747126436782,0.028017241379310345,0.05387931034482758
2,0.08333333333333333,0.035919540229885055,0.029454022988505746,0.04885057471264368
4 5,0.05316091954022988,0.01221264367816092,0.01867816091954023,0.03735632183908046
