R:A::C:P,0,1 2,3,4 5 6
0,0.2153846153846154,0.12222222222222222,0.0967741935483871,0.07792207792207792
1 2,0.6461538461538462,0.7055555555555556,0.6451612903225806,0.5584415584415584
3,0.023076923076923078,0.06666666666666667,0.08064516129032258,0.09090909090909091
4 5 6,0.11538461538461539,0.10555555555555556,0.1774193548387097,0.2727272727272727
