R:A::C:P,0 1,2,3 6,4 5
0 1,0.21254801536491677,0.052496798975672214,0.0973111395646607,0.08962868117797695
2,0.06914212548015365,0.03841229193341869,0.04737516005121639,0.06530089628681178
3 6,0.052496798975672214,0.026888604353393086,0.06017925736235595,0.06530089628681178
4 5,0.028169014084507043,0.01792573623559539,0.030729833546734954,0.046094750320102434
