R:A::C:P,0,1,2 4 6,3 5
0,0.43243243243243246,0.25675675675675674,0.20270270270270271,0.10810810810810811
1,0.24146981627296588,0.2650918635170604,0.33858267716535434,0.15485564304461943
2 4 6,0.12990527740189445,0.12313937753721245,0.4519621109607578,0.29499323410013534
3 5,0.1717171717171717,0.11616161616161616,0.3939393939393939,0.3181818181818182
