R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.7871900826446281,0.6490384615384616,0.6629213483146067
4 5,0.09710743801652892,0.17307692307692307,0.14606741573033707
6,0.11570247933884298,0.1778846153846154,0.19101123595505617
