R:A::C:P,comedy,history,tragedy
comedy,0.5876288659793815,0.18900343642611683,0.22336769759450173
history,0.19771863117870722,0.688212927756654,0.11406844106463879
tragedy,0.28205128205128205,0.22344322344322345,0.4945054945054945
