R:A::C:P,0,1 3,2 4 6,5
0,0.16911764705882354,0.0743801652892562,0.07641196013289037,0.08823529411764706
1 3,0.47058823529411764,0.48760330578512395,0.3787375415282392,0.3333333333333333
2 4 6,0.3088235294117647,0.38016528925619836,0.46511627906976744,0.46078431372549017
5,0.051470588235294115,0.05785123966942149,0.07973421926910298,0.11764705882352941
