R:A::C:P,0,1,2 3,4 5 6
0,0.2153846153846154,0.13953488372093023,0.10256410256410256,0.07792207792207792
1,0.5153846153846153,0.5,0.3782051282051282,0.37012987012987014
2 3,0.15384615384615385,0.26744186046511625,0.3782051282051282,0.2792207792207792
4 5 6,0.11538461538461539,0.09302325581395349,0.14102564102564102,0.2727272727272727
