R:A::C:P,0,1,2 3,4 5 6
0,0.053231939163498096,0.022813688212927757,0.030418250950570342,0.022813688212927757
1,0.12737642585551331,0.0817490494296578,0.11216730038022814,0.10836501901140684
2 3,0.03802281368821293,0.043726235741444866,0.11216730038022814,0.0817490494296578
4 5 6,0.028517110266159697,0.015209125475285171,0.04182509505703422,0.07984790874524715
