R:A::C:P,0,1,2,3,4,5,6
0,0.029449423815621,0.016645326504481434,0.0076824583866837385,0.006402048655569782,0.015364916773367477,0.011523687580025609,0.006402048655569782
1,0.07682458386683738,0.08962868117797695,0.04481434058898848,0.03969270166453265,0.029449423815621,0.03329065300896287,0.04481434058898848
2,0.029449423815621,0.03969270166453265,0.03841229193341869,0.030729833546734954,0.03201024327784891,0.03329065300896287,0.016645326504481434
3,0.005121638924455826,0.010243277848911651,0.011523687580025609,0.011523687580025609,0.0076824583866837385,0.010243277848911651,0.0076824583866837385
4,0.008962868117797696,0.0012804097311139564,0.011523687580025609,0.005121638924455826,0.008962868117797696,0.010243277848911651,0.0038412291933418692
5,0.008962868117797696,0.008962868117797696,0.006402048655569782,0.008962868117797696,0.011523687580025609,0.015364916773367477,0.012804097311139564
6,0.015364916773367477,0.02176696542893726,0.015364916773367477,0.019206145966709345,0.030729833546734954,0.016645326504481434,0.02176696542893726
