R:A::C:P,0 4,1 5,2 3 6
0 4,0.4217687074829932,0.2585034013605442,0.3197278911564626
1 5,0.36268343815513626,0.3165618448637317,0.32075471698113206
2 3 6,0.2721354166666667,0.2799479166666667,0.4479166666666667
