R:A::C:P,0 1,2,3,4,5 6
0 1,0.5362637362637362,0.1010989010989011,0.08131868131868132,0.12307692307692308,0.15824175824175823
2,0.3236363636363636,0.14909090909090908,0.14181818181818182,0.12363636363636364,0.26181818181818184
3,0.27450980392156865,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.28431372549019607
4,0.1780821917808219,0.2191780821917808,0.1780821917808219,0.2191780821917808,0.2054794520547945
5 6,0.23408624229979466,0.1026694045174538,0.15195071868583163,0.14168377823408623,0.36960985626283366
