R:A::C:P,comedy,history,tragedy
comedy,0.23963963963963963,0.06846846846846846,0.07927927927927927
history,0.06306306306306306,0.2036036036036036,0.05945945945945946
tragedy,0.08828828828828829,0.07387387387387387,0.12432432432432433
