R:A::C:P,0 1 4,2 3,5 6
0 1 4,0.6231060606060606,0.21212121212121213,0.16477272727272727
2 3,0.4403183023872679,0.2917771883289125,0.26790450928381965
5 6,0.3757700205338809,0.2546201232032854,0.36960985626283366
