R:A::C:P,0,1 2,3,4 5,6
0,0.16911764705882354,0.07509881422924901,0.05263157894736842,0.10096153846153846,0.056179775280898875
1 2,0.6102941176470589,0.6561264822134387,0.5789473684210527,0.4807692307692308,0.5393258426966292
3,0.029411764705882353,0.06719367588932806,0.09473684210526316,0.0673076923076923,0.06741573033707865
4 5,0.10294117647058823,0.08695652173913043,0.11578947368421053,0.17307692307692307,0.14606741573033707
6,0.08823529411764706,0.11462450592885376,0.15789473684210525,0.1778846153846154,0.19101123595505617
