R:A::C:P,0,1 2,3,4 5,6
0,0.3150684931506849,0.2602739726027397,0.0684931506849315,0.2876712328767123,0.0684931506849315
1 2,0.1836283185840708,0.3672566371681416,0.12168141592920353,0.22123893805309736,0.10619469026548672
3,0.08,0.34,0.18,0.28,0.12
4 5,0.14583333333333334,0.22916666666666666,0.11458333333333333,0.375,0.13541666666666666
6,0.10909090909090909,0.2636363636363636,0.13636363636363635,0.33636363636363636,0.15454545454545454
