R:A::C:P,0 6,1,2,3 4 5
0 6,0.41904761904761906,0.1523809523809524,0.13333333333333333,0.29523809523809524
1,0.34513274336283184,0.1902654867256637,0.17699115044247787,0.28761061946902655
2,0.24324324324324326,0.18018018018018017,0.21621621621621623,0.36036036036036034
3 4 5,0.30952380952380953,0.08333333333333333,0.19047619047619047,0.4166666666666667
