R:A::C:P,0 1 4,2 6,3,5
0 1 4,0.48525073746312686,0.3005464480874317,0.2808988764044944,0.22941176470588234
2 6,0.387905604719764,0.5655737704918032,0.5280898876404494,0.6
3,0.06342182890855458,0.07650273224043716,0.08426966292134831,0.09411764705882353
5,0.06342182890855458,0.05737704918032787,0.10674157303370786,0.07647058823529412
