R:A::C:P,0 1 4,2 6,3,5
0 1 4,0.6231060606060606,0.20833333333333334,0.0946969696969697,0.07386363636363637
2 6,0.3948948948948949,0.3108108108108108,0.14114114114114115,0.15315315315315314
3,0.4215686274509804,0.27450980392156865,0.14705882352941177,0.1568627450980392
5,0.4479166666666667,0.21875,0.19791666666666666,0.13541666666666666
