R:A::C:P,0,1,2 5 6,3 4
0,0.029449423815621,0.016645326504481434,0.02560819462227913,0.02176696542893726
1,0.07682458386683738,0.08962868117797695,0.12291933418693982,0.06914212548015365
2 5 6,0.05377720870678617,0.07042253521126761,0.176696542893726,0.13316261203585147
3 4,0.014084507042253521,0.011523687580025609,0.05505761843790013,0.03329065300896287
