R:A::C:P,0,1 4,2 3 5,6
0,0.5,0.23809523809523808,0.19047619047619047,0.07142857142857142
1 4,0.272,0.256,0.368,0.104
2 3 5,0.12162162162162163,0.21621621621621623,0.5,0.16216216216216217
6,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0
