R:A::C:P,0 5,1,2,3,4 6
0 5,0.06530089628681178,0.02560819462227913,0.014084507042253521,0.015364916773367477,0.046094750320102434
1,0.11011523687580026,0.08962868117797695,0.04481434058898848,0.03969270166453265,0.07426376440460948
2,0.06274007682458387,0.03969270166453265,0.03841229193341869,0.030729833546734954,0.04865556978233035
3,0.015364916773367477,0.010243277848911651,0.011523687580025609,0.011523687580025609,0.015364916773367477
4 6,0.05121638924455826,0.023047375160051217,0.026888604353393086,0.024327784891165175,0.06530089628681178
