R:A::C:P,0 2,1 5,3,4,6
0 2,0.15019011406844107,0.08745247148288973,0.051330798479087454,0.028517110266159697,0.022813688212927757
1 5,0.21863117870722434,0.12167300380228137,0.049429657794676805,0.06273764258555133,0.026615969581749048
3,0.022813688212927757,0.019011406844106463,0.009505703422053232,0.0038022813688212928,0.009505703422053232
4,0.015209125475285171,0.017110266159695818,0.0019011406844106464,0.0,0.011406844106463879
6,0.019011406844106463,0.015209125475285171,0.005703422053231939,0.015209125475285171,0.015209125475285171
