R:A::C:P,0 1 2 5,3,4 6
0 1 2 5,0.648910411622276,0.11501210653753027,0.2360774818401937
3,0.5784313725490197,0.14705882352941177,0.27450980392156865
4 6,0.4978448275862069,0.14655172413793102,0.35560344827586204
