R:A::C:P,0 5,1 2 3 6,4
0 5,0.06530089628681178,0.07426376440460948,0.026888604353393086
1 2 3 6,0.22023047375160051,0.46350832266325226,0.0998719590268886
4,0.019206145966709345,0.02176696542893726,0.008962868117797696
