R:A::C:P,0 5,1 3 6,2,4
0 5,0.3941176470588235,0.38823529411764707,0.1,0.11764705882352941
1 3 6,0.30549199084668194,0.4496567505720824,0.10755148741418764,0.13729977116704806
2,0.26545454545454544,0.4618181818181818,0.14909090909090908,0.12363636363636364
4,0.2328767123287671,0.3287671232876712,0.2191780821917808,0.2191780821917808
