R:A::C:P,0 2 6,1 5,3,4
0 2 6,0.4540540540540541,0.2864864864864865,0.13108108108108107,0.12837837837837837
1 5,0.4381551362683438,0.3165618448637317,0.1111111111111111,0.13417190775681342
3,0.4411764705882353,0.2647058823529412,0.14705882352941177,0.14705882352941177
4,0.410958904109589,0.1917808219178082,0.1780821917808219,0.2191780821917808
