R:A::C:P,0,1 2 3 4,5 6
0,0.08502024291497975,0.06882591093117409,0.016194331983805668
1 2 3 4,0.1659919028340081,0.4534412955465587,0.15384615384615385
5 6,0.012145748987854251,0.03643724696356275,0.008097165991902834
