R:A::C:P,0,1 2 3 4,5 6
0,0.5,0.40476190476190477,0.09523809523809523
1 2 3 4,0.21465968586387435,0.5863874345549738,0.19895287958115182
5 6,0.21428571428571427,0.6428571428571429,0.14285714285714285
