R:A::C:P,0,1,2 4,3 5 6
0,0.4666666666666667,0.13333333333333333,0.18333333333333332,0.21666666666666667
1,0.28313253012048195,0.18674698795180722,0.25301204819277107,0.27710843373493976
2 4,0.12631578947368421,0.17894736842105263,0.3473684210526316,0.3473684210526316
3 5 6,0.10909090909090909,0.05454545454545454,0.4,0.43636363636363634
