R:A::C:P,0,1,2 4,3 5 6
0,0.3010752688172043,0.13559322033898305,0.10185185185185185,0.11206896551724138
1,0.5053763440860215,0.5254237288135594,0.3888888888888889,0.39655172413793105
2 4,0.12903225806451613,0.288135593220339,0.3055555555555556,0.28448275862068967
3 5 6,0.06451612903225806,0.05084745762711865,0.2037037037037037,0.20689655172413793
