R:A::C:P,0 4,1,2,3 5,6
0 4,0.13963963963963963,0.10256410256410256,0.13690476190476192,0.08620689655172414,0.04040404040404041
1,0.31981981981981983,0.43162393162393164,0.23214285714285715,0.16954022988505746,0.20202020202020202
2,0.16441441441441443,0.21367521367521367,0.24404761904761904,0.20977011494252873,0.1919191919191919
3 5,0.14189189189189189,0.09829059829059829,0.1488095238095238,0.1810344827586207,0.12121212121212122
6,0.23423423423423423,0.15384615384615385,0.23809523809523808,0.35344827586206895,0.4444444444444444
