R:A::C:P,0 4,1 5,2,3,6
0 4,0.29333333333333333,0.15476190476190477,0.11764705882352941,0.10810810810810811,0.12962962962962962
1 5,0.4866666666666667,0.4523809523809524,0.45098039215686275,0.5675675675675675,0.5185185185185185
2,0.14,0.27380952380952384,0.2549019607843137,0.21621621621621623,0.2962962962962963
3,0.04,0.05952380952380952,0.11764705882352941,0.08108108108108109,0.037037037037037035
6,0.04,0.05952380952380952,0.058823529411764705,0.02702702702702703,0.018518518518518517
