R:A::C:P,0 1 2,3,4 6,5
0 1 2,0.5020242914979757,0.09716599190283401,0.19838056680161945,0.05263157894736842
3,0.016194331983805668,0.016194331983805668,0.008097165991902834,0.008097165991902834
4 6,0.020242914979757085,0.020242914979757085,0.024291497975708502,0.004048582995951417
5,0.020242914979757085,0.008097165991902834,0.004048582995951417,0.0
