R:A::C:P,0,1,2 3,4,5 6
0,0.2153846153846154,0.13953488372093023,0.10256410256410256,0.08620689655172414,0.07291666666666667
1,0.5153846153846153,0.5,0.3782051282051282,0.46551724137931033,0.3125
2 3,0.15384615384615385,0.26744186046511625,0.3782051282051282,0.20689655172413793,0.3229166666666667
4,0.023076923076923078,0.023255813953488372,0.038461538461538464,0.0,0.13541666666666666
5 6,0.09230769230769231,0.06976744186046512,0.10256410256410256,0.2413793103448276,0.15625
