R:A::C:P,0 1 2,3 5 6,4
0 1 2,0.6444444444444445,0.2518518518518518,0.1037037037037037
3 5 6,0.4020618556701031,0.4329896907216495,0.16494845360824742
4,0.4166666666666667,0.5833333333333334,0.0
