R:A::C:P,0 2,1,3,4 5 6
0 2,0.33884297520661155,0.29931972789115646,0.30526315789473685,0.30303030303030304
1,0.3925619834710744,0.47619047619047616,0.3263157894736842,0.2828282828282828
3,0.05371900826446281,0.05442176870748299,0.09473684210526316,0.06734006734006734
4 5 6,0.21487603305785125,0.17006802721088435,0.2736842105263158,0.3468013468013468
