R:A::C:P,0 1,2,3,4 6,5
0 1,0.6944444444444444,0.5319148936170213,0.4032258064516129,0.4368932038834951,0.47058823529411764
2,0.1712962962962963,0.2553191489361702,0.3387096774193548,0.1941747572815534,0.17647058823529413
3,0.027777777777777776,0.09574468085106383,0.08064516129032258,0.06796116504854369,0.13725490196078433
4 6,0.06944444444444445,0.09574468085106383,0.06451612903225806,0.21359223300970873,0.21568627450980393
5,0.037037037037037035,0.02127659574468085,0.11290322580645161,0.08737864077669903,0.0
