R:A::C:P,0 1,2,3,4 6,5
0 1,0.28517110266159695,0.09505703422053231,0.04752851711026616,0.08555133079847908,0.045627376425855515
2,0.07034220532319392,0.045627376425855515,0.039923954372623575,0.03802281368821293,0.017110266159695818
3,0.011406844106463879,0.017110266159695818,0.009505703422053232,0.013307984790874524,0.013307984790874524
4 6,0.028517110266159697,0.017110266159695818,0.0076045627376425855,0.04182509505703422,0.02091254752851711
5,0.015209125475285171,0.0038022813688212928,0.013307984790874524,0.017110266159695818,0.0
