R:A::C:P,antag,fool,other,protag
antag,0.2413793103448276,0.20689655172413793,0.27586206896551724,0.27586206896551724
fool,0.13043478260869565,0.5217391304347826,0.17391304347826086,0.17391304347826086
other,0.16666666666666666,0.15223665223665223,0.5064935064935064,0.1746031746031746
protag,0.2857142857142857,0.11428571428571428,0.05714285714285714,0.5428571428571428
