R:A::C:P,0 5,1 2 6,3 4
0 5,0.5128205128205128,0.23076923076923078,0.2564102564102564
1 2 6,0.3018867924528302,0.4056603773584906,0.29245283018867924
3 4,0.07142857142857142,0.2857142857142857,0.6428571428571429
