R:A::C:P,0 4,1 6,2 3 5
0 4,0.04454022988505747,0.022988505747126436,0.03807471264367816
1 6,0.17672413793103448,0.1903735632183908,0.1875
2 3 5,0.09770114942528736,0.09698275862068965,0.14511494252873564
