R:A::C:P,0 4,1 6,2 3 5
0 4,0.13963963963963963,0.07407407407407407,0.10271317829457365
1 6,0.5540540540540541,0.6134259259259259,0.5058139534883721
2 3 5,0.3063063063063063,0.3125,0.39147286821705424
