R:A::C:P,0 1 2 6,3,4 5
0 1 2 6,0.6170212765957447,0.07712765957446809,0.16489361702127658
3,0.026595744680851064,0.007978723404255319,0.023936170212765957
4 5,0.0398936170212766,0.013297872340425532,0.02925531914893617
