R:A::C:P,0 1 2 6,3,4 5
0 1 2 6,0.9027237354085603,0.7837837837837838,0.7560975609756098
3,0.038910505836575876,0.08108108108108109,0.10975609756097561
4 5,0.058365758754863814,0.13513513513513514,0.13414634146341464
