R:A::C:P,0 5,1,2 3 4 6
0 5,0.3941176470588235,0.18235294117647058,0.4235294117647059
1,0.30708661417322836,0.2650918635170604,0.42782152230971127
2 3 4 6,0.2853745541022592,0.12128418549346016,0.5933412604042806
