R:A::C:P,0 5,1,2 3 4 6
0 5,0.1580188679245283,0.13247863247863248,0.09809264305177112
1,0.2759433962264151,0.43162393162393164,0.2220708446866485
2 3 4 6,0.5660377358490566,0.4358974358974359,0.6798365122615804
