R:A::C:P,0 5,1,2 3 4 6
0 5,0.048132183908045974,0.022270114942528736,0.05172413793103448
1,0.08405172413793104,0.07255747126436782,0.11709770114942529
2 3 4 6,0.1724137931034483,0.07327586206896551,0.3584770114942529
