R:A::C:P,0,1,2,3,4,5,p
0,0.5789473684210527,0.15789473684210525,0.21052631578947367,0.0,0.0,0.0,0.05263157894736842
1,0.3055555555555556,0.25,0.3611111111111111,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776
2,0.2631578947368421,0.21052631578947367,0.3157894736842105,0.05263157894736842,0.0,0.0,0.15789473684210525
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.5,0.5,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
p,0.5,0.0,0.5,0.0,0.0,0.0,0.0
