R:A::C:P,comedy,history,tragedy
comedy,0.7209302325581395,0.06666666666666667,0.3103448275862069
history,0.046511627906976744,0.7333333333333333,0.13793103448275862
tragedy,0.23255813953488372,0.2,0.5517241379310345
