R:A::C:P,comedy,history,tragedy
comedy,0.7560975609756098,0.024390243902439025,0.21951219512195122
history,0.11764705882352941,0.6470588235294118,0.23529411764705882
tragedy,0.3448275862068966,0.10344827586206896,0.5517241379310345
