R:A::C:P,0 1,2 4,3 5,6
0 1,0.5,0.2849162011173184,0.1925287356321839,0.21212121212121213
2 4,0.20901639344262296,0.2988826815642458,0.27298850574712646,0.2222222222222222
3 5,0.1168032786885246,0.15083798882681565,0.1810344827586207,0.12121212121212122
6,0.17418032786885246,0.26536312849162014,0.35344827586206895,0.4444444444444444
