R:A::C:P,0 1,2 4,3 5,6
0 1,0.5362637362637362,0.22417582417582418,0.14725274725274726,0.09230769230769231
2 4,0.29310344827586204,0.3074712643678161,0.27298850574712646,0.12643678160919541
3 5,0.2878787878787879,0.2727272727272727,0.3181818181818182,0.12121212121212122
6,0.21739130434782608,0.24296675191815856,0.3145780051150895,0.22506393861892582
