R:A::C:P,0 1 4 5,2 3,6
0 1 4 5,0.6744186046511628,0.2616279069767442,0.06395348837209303
2 3,0.4896551724137931,0.4068965517241379,0.10344827586206896
6,0.5945945945945946,0.1891891891891892,0.21621621621621623
