R:A::C:P,0 1 4 5,2 3,6
0 1 4 5,0.44106463878326996,0.17110266159695817,0.04182509505703422
2 3,0.13498098859315588,0.11216730038022814,0.028517110266159697
6,0.04182509505703422,0.013307984790874524,0.015209125475285171
