R:A::C:P,0,1,2 6,3,4 5
0,0.053231939163498096,0.022813688212927757,0.022813688212927757,0.011406844106463879,0.019011406844106463
1,0.12737642585551331,0.0817490494296578,0.09695817490494296,0.03612167300380228,0.08745247148288973
2 6,0.043726235741444866,0.045627376425855515,0.08745247148288973,0.045627376425855515,0.058935361216730035
3,0.005703422053231939,0.005703422053231939,0.026615969581749048,0.009505703422053232,0.017110266159695818
4 5,0.017110266159695818,0.0076045627376425855,0.030418250950570342,0.015209125475285171,0.024714828897338403
