R:A::C:P,0 1 5,2,3,4 6
0 1 5,0.5060975609756098,0.17682926829268292,0.10975609756097561,0.2073170731707317
2,0.37037037037037035,0.18518518518518517,0.14814814814814814,0.2962962962962963
3,0.25,0.25,0.3333333333333333,0.16666666666666666
4 6,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.35294117647058826
