R:A::C:P,comedy,history,tragedy
comedy,0.3448275862068966,0.034482758620689655,0.09195402298850575
history,0.0,0.14942528735632185,0.04597701149425287
tragedy,0.10344827586206896,0.06896551724137931,0.16091954022988506
