R:A::C:P,comedy,history,tragedy
comedy,0.7317073170731707,0.07317073170731707,0.1951219512195122
history,0.0,0.7647058823529411,0.23529411764705882
tragedy,0.3103448275862069,0.20689655172413793,0.4827586206896552
