R:A::C:P,comedy,history,tragedy
comedy,0.7692307692307693,0.13636363636363635,0.3076923076923077
history,0.0,0.5909090909090909,0.15384615384615385
tragedy,0.23076923076923078,0.2727272727272727,0.5384615384615384
